id,time,type,meta
0,0.0,sample,
1,0.0,sample,
2,0.0,sample,
3,0.0,sample,
4,0.0,sample,
5,0.0,sample,
6,0.0,sample,
7,0.0,sample,
8,0.0,sample,
9,0.0,sample,
10,0.3506076945072801,coalescence,
11,1.1109890322947962,recombination,"{'to_first': [(0.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
12,1.32935630829897,recombination,"{'to_first': [(1.0, 3.0)], 'to_second': [(0.0, 1.0)]}"
13,2.4146985595555885,coalescence,
14,3.2474384174589734,coalescence,
15,3.4375629421053886,coalescence,
16,3.64192084868046,recombination,"{'to_first': [(1.0, 3.0)], 'to_second': [(0.0, 1.0)]}"
17,3.7984785522169298,coalescence,
18,6.567648442418376,coalescence,
19,12.234137922528948,coalescence,
20,13.305885700455576,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 3.0)]}"
21,13.399292373101401,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
22,13.931003043219144,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 3.0)]}"
23,15.633679477407929,coalescence,
24,16.702596558498513,coalescence,
25,19.465992321837287,recombination,"{'to_first': [(0.0, 1.0), (2.0, 3.0)], 'to_second': [(1.0, 2.0)]}"
26,21.10050612087761,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 3.0)]}"
27,21.33244336301996,coalescence,
28,27.435701391668555,coalescence,
29,30.025823236432714,coalescence,
30,34.34504569608141,coalescence,
31,42.75039441103803,recombination,"{'to_first': [(2.0, 3.0)], 'to_second': [(0.0, 1.0), (1.0, 2.0)]}"
32,49.75256196609661,coalescence,
33,50.08039133085125,recombination,"{'to_first': [(1.0, 2.0), (2.0, 3.0)], 'to_second': [(0.0, 1.0)]}"
34,51.88466549081084,coalescence,
35,52.229346492020255,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 3.0)]}"
36,53.11392055300011,coalescence,
37,56.100009794810866,coalescence,
38,57.910881354790966,recombination,"{'to_first': [(0.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
39,58.48212291714631,coalescence,
40,74.68646906938898,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 2.0)]}"
41,77.32121393575854,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
42,81.00427212315617,coalescence,
43,82.04096218330766,coalescence,
44,92.37058762667523,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 2.0), (2.0, 3.0)]}"
45,94.73072727665387,recombination,"{'to_first': [(2.0, 3.0)], 'to_second': [(1.0, 2.0)]}"
46,104.02805209557157,coalescence,
47,111.540651436376,coalescence,
48,113.4521224002643,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(0.0, 1.0)]}"
49,115.66151846951684,coalescence,
50,121.03047313887589,recombination,"{'to_first': [(1.0, 2.0), (2.0, 3.0)], 'to_second': [(0.0, 1.0)]}"
51,133.97134654353425,recombination,"{'to_first': [(2.0, 3.0)], 'to_second': [(1.0, 2.0)]}"
52,134.95757830414172,coalescence,
53,140.75703225663375,recombination,"{'to_first': [(2.0, 3.0)], 'to_second': [(0.0, 1.0)]}"
54,141.28325151318654,coalescence,
55,145.1473042857985,coalescence,
56,153.80676633764602,coalescence,
57,154.7321981543484,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 2.0)]}"
58,171.45343450028517,coalescence,
59,293.04744444647395,coalescence,
