id,time,type,meta
0,0.0,sample,
1,0.0,sample,
2,0.0,sample,
3,0.0,sample,
4,0.0,sample,
5,0.0,sample,
6,0.0,sample,
7,0.0,sample,
8,0.0,sample,
9,0.0,sample,
10,0.14848193760408543,recombination,"{'to_first': [(2.0, 3.0)], 'to_second': [(0.0, 2.0)]}"
11,0.16646113654484587,recombination,"{'to_first': [(0.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
12,0.22955862073946603,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(0.0, 1.0), (2.0, 3.0)]}"
13,0.3797424591665675,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 3.0)]}"
14,0.8827880208564759,recombination,"{'to_first': [(1.0, 3.0)], 'to_second': [(0.0, 1.0)]}"
15,1.1619220215634547,recombination,"{'to_first': [(2.0, 3.0)], 'to_second': [(1.0, 2.0)]}"
16,1.2012360195714409,coalescence,
17,1.6539671878122788,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(0.0, 1.0)]}"
18,2.1647739126286902,recombination,"{'to_first': [(0.0, 1.0), (2.0, 3.0)], 'to_second': [(1.0, 2.0)]}"
19,2.1727388091670816,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
20,2.7792567917269344,recombination,"{'to_first': [(0.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
21,3.189017008851706,coalescence,
22,3.5472899010036345,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(0.0, 1.0), (2.0, 3.0)]}"
23,3.568680265161707,coalescence,
24,3.6801626600290542,coalescence,
25,4.170519922880885,coalescence,
26,4.4332361009567425,coalescence,
27,4.540993165045077,recombination,"{'to_first': [(2.0, 3.0)], 'to_second': [(1.0, 2.0)]}"
28,4.876639175840393,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(2.0, 3.0)]}"
29,5.184469763888994,recombination,"{'to_first': [(0.0, 1.0), (2.0, 3.0)], 'to_second': [(1.0, 2.0)]}"
30,5.400459499867292,coalescence,
31,5.406455043725233,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 2.0)]}"
32,5.579009827015893,coalescence,
33,5.784578856891377,coalescence,
34,6.128835764552504,coalescence,
35,6.2084284116236965,coalescence,
36,6.411041010218905,recombination,"{'to_first': [(0.0, 1.0), (2.0, 3.0)], 'to_second': [(1.0, 2.0)]}"
37,7.26660726636203,recombination,"{'to_first': [(1.0, 2.0), (2.0, 3.0)], 'to_second': [(0.0, 1.0)]}"
38,7.487289677120584,coalescence,
39,8.412435792660476,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
40,9.35733279026285,coalescence,
41,10.052570015200143,coalescence,
42,10.456884474721699,coalescence,
43,11.614438618665258,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
44,11.657699617879437,coalescence,
45,13.066642264178615,recombination,"{'to_first': [(1.0, 2.0), (2.0, 3.0)], 'to_second': [(0.0, 1.0)]}"
46,13.545295566559721,coalescence,
47,13.571470785715688,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 3.0)]}"
48,13.709195675665265,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
49,13.808277125198122,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
50,13.851492022034481,coalescence,
51,14.261037042547297,recombination,"{'to_first': [(1.0, 2.0)], 'to_second': [(0.0, 1.0)]}"
52,14.55061060669818,coalescence,
53,14.591132150368217,coalescence,
54,14.707539084951593,coalescence,
55,15.673708713557193,coalescence,
56,16.20334113390377,coalescence,
57,17.337093834617495,coalescence,
58,17.851807628711143,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 2.0)]}"
59,18.59823545827864,recombination,"{'to_first': [(0.0, 1.0), (1.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
60,19.00286929029624,coalescence,
61,22.05989301819899,coalescence,
62,23.52683246784156,recombination,"{'to_first': [(0.0, 1.0)], 'to_second': [(1.0, 2.0), (2.0, 3.0)]}"
63,23.992715527944437,recombination,"{'to_first': [(2.0, 3.0)], 'to_second': [(0.0, 1.0)]}"
