id,time,type,meta
0,0.0,sample,
1,0.0,sample,
2,0.0,sample,
3,0.0,sample,
4,0.0,sample,
5,0.0,sample,
6,0.0,sample,
7,0.0,sample,
8,0.0,sample,
9,0.0,sample,
10,0.34761060042717756,coalescence,
11,1.175924720692963,coalescence,
12,1.3159800782517894,coalescence,
13,2.3166684333172785,coalescence,
14,10.612591610714338,coalescence,
15,19.168524001043885,coalescence,
16,19.61793197484368,coalescence,
17,51.567173581459954,recombination,"{'to_first': [(0.0, 2.0)], 'to_second': [(2.0, 3.0)]}"
18,60.822197909091976,coalescence,
19,123.91933164769445,coalescence,
20,202.1805312076192,coalescence,
